star,comments,labels
3,"Really disapointed about sound quality.Note 5 pro far better job regarding speaker. awesome camera.network very good,Many things can do with fingerprint  answer call,stop Alaram. Brows gallery pic  etc.",0
3,I had taken 6gb variant.. I dnt think it is.. Bought this phone in Feb.. Already after latest update touch screen lags..phone switches off suddenly or goes blank.. Iam really upset and disappointed.,0
1,"SOUND QUALITY IS NOT GOOD..  PLEASE DONT BUY THIS PHONE..  MIDNIGHT CAMERA IS NOT GOOD..  IF YOU NEED BEST PHONE PLEASE WAIT TILL FEBRUARY,  REDMI NOTE 7 WILL LAUNCH AND BUY..  PLZ DON'T BUY THIS PRODUCT...",1
1,Worst phone ever...i weast my money.... mainly the camera and the display quality is the worst thing in this phone,0
1,THE FIRST TIME I BOUGHT HONOR 8X PHONE VERY DISAPPOINTING EXPERIENCE FOR BATTERY DAMAGEPURCHASE DATE-07-12-2018(ONLY ONE WEEK BATTERY DAMAGED)I WANT RETURN OR REPLACE THE PHONE ON URGENT BASIS,0
1,"Just brought this phone 2 weeks ago. Today morning the Phone heated up just stopped working and it has not cooled down from an hour. Really scary. Very very bad quality, don't even know what to do with it",0
2,Front camera portrait mode is worst.No EISWeightedEven rear camera quality is not even upto average.Good battery lifeSound quality is goodUpsets me down,0
1,2nd slot Sim not working.. I returned with 3 days of the delivery date.. replacement takes 10 days Y???,0
3,The phone quality is good using it from last 6 months picture quality is awesome and sound quality is good but battery is average give backup of a day.,0
3,"Lagging issue is appearing while opening some apps like gallery or playing a video.camera is nice, battery is nice.. inspite of 4 gb ram phone it's lagging it's quite disappointing",0
3,"Best feature, good looking, long battery life but camera is not good its not provide good quality picture details, portrait mode , its caover exposed and beautify face using AI Software.",1
3,Good budget phone...cant make video call...camera quality is good in this cost....bettery lifebis good...screen is also very good...good for pubg user..,0
3,Battery consumption is low and retention is very high... picture quality is decent in the price range which company is offering..sound could have been better.....no earphones in the box...,0
1,The phone ram is 4 gb but the phone henged time to timeMy older phone red me note 3 I use 2 and half year the pnone not henge even one timeSo this phone is really bed my money has no value,1
3,The product was nice but in display suddenly some black straight line are formed other this the product was nice,0
1,Phone is not working properly. It hangs a lot. Feable sound is heard while making call. Echo noise is hearing in the background. Feable sound is coming while playing videos. Please take this phone.,0
1,Screen broke after being dropped from 40cm(.4m) height with case given by Honor and tempered glass. Weak signal.,0
3,It suddenly drops charging percentage after 30 percent... Swlfy camera is average with proper speed in different other works,0
1,"The most worst ever camera i've seen. I've cleared all filters and all settings.But still i see the difference in colors. Yellow turns to green, red turns to orange....  Highly dissappointed.",0
3,"I brought this to play pubg but it cannot handle high graphics settings. The protection cover given from manufacturer is low quality plastic, white powder is coming out of it.",0
1,"Screen is very weak, it will break easily. Don't ever buy this phone. I am in regret after buying this phone. Screen replacement cost is very high too. Nothing is special in this phone.",0
1,Phone mother board is dead within 15 days.Service center needs minimum 15 days to get the new mother board from warehouse.Do not buy this phone.,0
1,"Most third class set. Heating problem, just six months passed, battery damaged and back portion automatically banned and detached, pasting of back glass is also bad.",0
